Order ID,Order Date,customer_id,SKU,Quantity,Amount,Discount %,Status
50386,"Mar 02, 2024",1042,HEA-130,6,"$3,894.00",5%,Completed
50387,2024-12-23,1001,MON-113,4,"$2,525.64",15%,Completed
50388,2025-08-05,1076,HEA-132,7,"$1,677.55",0%,Completed
50389,08/08/2025,1010,KEY-121,5,"$3,149.98",0%,Completed
50390,07/11/2024,1046,LAP-102,3,"$2,771.51",15%,Completed
50391,22/11/2024,1115,LAP-102,8,"$8,155.13",0%,Completed
50392,2024-08-30,1007,MON-111,5,"$2,839.82",5%,Completed
50393,2025-05-28,1031,DOC-143,5,"$2,999.74",15%,Completed
50394,"Mar 22, 2024",1044,MON-110,1,$644.47,15%,Completed
50395,2025-07-03,1082,MON-112,5,$706.12,0%,Refunded
50396,2024-11-30,1084,MON-112,6,$908.08,5%,Completed
50397,2024-02-28,1012,KEY-122,3,$504.90,15%,Completed
50398,2024-09-20,1004,HEA-133,7,"$2,793.35",0%,Completed
50399,"Mar 01, 2025",1107,KEY-122,1,$155.82,0%,Completed
50400,2024-08-03,1046,LAP-100,3,"$1,262.53",0%,Completed
50401,"Nov 04, 2025",1043,DOC-141,3,"$4,465.04",0%,Completed
50402,02/02/2024,1084,KEY-120,8,$946.76,10%,Refunded
50403,05/01/2025,1017,HEA-132,5,"$1,107.07",0%,Completed
50404,02/11/2025,1020,HEA-133,2,$767.70,15%,Completed
50405,2025-10-01,1070,LAP-102,1,$789.98,10%,Completed
50406,2025-09-12,1116,MON-111,5,"$2,539.57",0%,Completed
50407,2024-12-25,1057,MON-111,1,$581.03,5%,Completed
50408,2025-04-16,1014,KEY-123,7,"$1,120.19",15%,Completed
50409,2025-11-21,1030,LAP-102,7,"$7,062.17",10%,Completed
50410,01/02/2024,1091,HEA-130,4,"$2,229.56",5%,Completed
50411,"Nov 29, 2024",1036,KEY-123,4,$769.23,0%,Completed
50412,06/08/2025,1111,HEA-133,4,"$1,526.88",0%,Refunded
50413,2024-10-16,1063,MON-110,5,"$3,241.11",0%,Completed
50414,2024-08-05,1109,DOC-143,8,"$4,694.59",15%,Completed
50415,21/03/2025,1088,HEA-132,3,$739.08,0%,Completed
50416,2024-05-16,1065,MON-110,1,$854.37,15%,Completed
50417,30/11/2025,1044,MON-111,8,"$4,108.08",15%,Completed
50418,2024-02-03,1102,HEA-130,6,"$3,749.44",15%,Completed
50419,"May 31, 2025",1056,LAP-101,3,$788.02,15%,Completed
50420,2024-11-20,1016,LAP-100,1,$408.41,5%,Refunded
50421,"Jan 03, 2024",1070,DOC-140,7,"$5,434.49",0%,Completed
50422,26/06/2025,1118,DOC-141,2,"$2,439.89",0%,Completed
50423,2024-03-15,1002,MON-112,4,$498.47,0%,Completed
50424,"Jun 04, 2025",1047,LAP-101,4,$864.90,0%,Completed
50425,11/07/2025,1089,LAP-101,8,"$1,888.85",5%,Refunded
50426,08/03/2025,1050,KEY-120,7,$712.67,0%,Completed
50427,"May 26, 2024",1001,HEA-130,7,"$4,817.87",0%,Completed
50428,"Sep 03, 2024",1015,KEY-120,7,$840.95,0%,Completed
50429,19/02/2025,1088,LAP-101,1,$271.07,15%,Completed
50430,"Aug 14, 2025",1083,KEY-122,8,"$1,001.17",5%,Completed
50431,"Aug 28, 2024",1112,DOC-142,7,"$6,241.29",5%,Completed
50432,"Jun 22, 2025",1087,LAP-102,7,"$5,807.52",0%,Completed
50433,19/09/2025,1117,DOC-141,4,"$5,584.01",5%,Completed
50434,2025-08-07,1009,KEY-123,8,"$1,284.53",10%,Completed
50435,2025-01-09,1020,MON-112,3,$369.22,15%,Completed
50436,25/01/2025,1016,LAP-101,6,"$1,457.18",5%,Completed
50437,"Apr 15, 2024",1103,KEY-120,7,$724.43,10%,Completed
50438,08/10/2024,1089,HEA-132,2,$424.11,0%,Completed
50439,"Jun 13, 2025",1017,HEA-133,3,$922.12,0%,Completed
50440,19/06/2025,1033,MON-113,6,"$4,058.98",0%,Completed
50441,29/02/2024,1092,LAP-100,5,"$2,460.88",10%,Completed
50442,04/09/2024,1012,KEY-122,5,$691.90,10%,Completed
50443,11/05/2024,1080,LAP-102,4,"$3,506.61",0%,Refunded
50444,10/01/2025,1053,HEA-132,7,"$1,303.02",5%,Completed
50445,"Sep 01, 2024",1017,KEY-120,6,$625.40,10%,Completed
50446,05/03/2024,1111,DOC-142,6,"$5,093.23",0%,Completed
50447,06/02/2025,1120,HEA-132,7,"$1,551.17",15%,Completed
50448,30/08/2025,1090,LAP-100,2,$975.72,5%,Completed
50449,07/03/2024,1018,HEA-133,3,"$1,023.02",10%,Completed
50450,2024-07-24,1119,LAP-100,4,"$1,848.37",15%,Completed
50451,2025-04-15,1109,KEY-122,7,$917.07,0%,Completed
50452,2025-05-23,1073,LAP-100,2,$824.36,5%,Completed
50453,"May 09, 2025",1089,MON-112,6,$906.80,15%,Completed
50454,"Feb 20, 2025",1019,DOC-142,3,"$2,668.29",0%,Completed
50455,09/07/2024,1067,DOC-140,1,"$1,011.00",0%,Completed
50456,"Nov 10, 2025",1051,HEA-130,5,"$3,401.62",10%,Completed
50457,07/11/2024,1103,LAP-101,5,"$1,166.27",5%,Completed
50458,2024-07-25,1069,KEY-120,5,$475.36,15%,Completed
50459,27/12/2025,1120,HEA-132,8,"$1,806.72",0%,Completed
50460,2024-11-17,1053,DOC-141,1,"$1,072.43",10%,Completed
50461,12/08/2024,1026,LAP-101,5,"$1,398.61",15%,Completed
50462,19/02/2025,1027,DOC-142,8,"$7,368.60",0%,Completed
50463,2024-02-20,1105,HEA-131,2,"$1,980.62",10%,Completed
50464,"May 25, 2025",1087,LAP-100,3,"$1,299.86",15%,Completed
50465,"May 29, 2024",1027,MON-112,3,$441.88,10%,Completed
50466,03/04/2024,1029,LAP-103,4,$706.05,15%,Completed
50467,"Jun 07, 2024",1018,HEA-132,7,"$1,726.68",0%,Completed
50468,26/08/2024,1091,HEA-132,5,"$1,235.74",10%,Completed
50469,2024-11-28,1020,KEY-121,5,"$3,147.36",15%,Refunded
50470,"Dec 01, 2024",1038,HEA-130,1,$583.32,0%,Completed
50471,2025-04-20,1056,LAP-102,4,"$3,177.65",0%,Completed
50472,2024-12-26,1084,LAP-103,1,$134.12,10%,Completed
50473,22/12/2024,1114,KEY-121,8,"$4,158.76",0%,Completed
50474,2025-09-04,1026,KEY-120,5,$557.03,0%,Completed
50475,2024-02-03,1001,MON-113,5,"$3,668.33",0%,Completed
50476,21/02/2024,1058,MON-110,5,"$3,345.72",5%,Completed
50477,22/04/2024,1104,KEY-123,3,$581.98,0%,Completed
50478,2025-07-18,1077,HEA-132,2,$382.72,5%,Completed
50479,09/06/2025,1083,LAP-101,1,$261.32,15%,Completed
50480,"Mar 19, 2024",1094,DOC-142,6,"$4,625.21",0%,Completed
50481,06/01/2024,1039,LAP-102,6,"$6,014.13",0%,Completed
50482,29/04/2024,1069,LAP-103,4,$542.82,10%,Completed
50483,2024-06-16,1065,HEA-132,4,$898.85,0%,Completed
50484,2025-02-17,1117,MON-112,5,$686.52,0%,Completed
50485,2024-04-07,1063,DOC-141,4,"$4,300.99",15%,Completed
50486,24/06/2024,1004,MON-113,2,"$1,264.18",5%,Completed
50487,2024-10-25,1011,DOC-140,2,"$1,779.23",15%,Completed
50488,"Sep 01, 2025",1091,MON-113,4,"$3,120.31",0%,Completed
50489,"Apr 10, 2024",1099,LAP-102,6,"$4,572.68",15%,Completed
50490,27/03/2024,1076,KEY-121,6,"$4,101.18",0%,Completed
50491,2024-02-03,1019,HEA-131,7,"$6,803.50",15%,Completed
50492,2024-12-18,1026,MON-111,3,"$1,738.87",0%,Completed
50493,"May 06, 2025",1100,LAP-102,1,$761.06,0%,Completed
50494,2024-07-22,1109,DOC-143,2,"$1,283.19",0%,Completed
50495,19/08/2025,1087,LAP-102,6,"$4,790.41",15%,Completed
50496,"Feb 24, 2024",1076,KEY-120,5,$586.12,0%,Completed
50497,"Aug 30, 2025",1015,DOC-140,5,"$4,392.82",0%,Refunded
50498,02/09/2024,1072,KEY-120,4,$389.86,0%,Completed
50499,05/02/2025,1102,DOC-142,1,$848.34,15%,Completed
50500,2025-02-19,1084,KEY-122,7,"$1,207.81",15%,Completed
50501,08/11/2024,1078,KEY-122,7,$877.27,0%,Refunded
50502,24/02/2025,1019,HEA-133,7,"$2,520.95",0%,Completed
50503,"Feb 07, 2025",1005,LAP-102,6,"$6,018.16",0%,Completed
50504,19/12/2025,1085,KEY-120,3,$367.34,10%,Completed
50505,30/11/2025,1106,LAP-103,4,$639.81,0%,Completed
50506,06/01/2025,1114,KEY-122,3,$400.43,10%,Completed
50507,"May 26, 2025",1102,HEA-130,5,"$2,854.36",10%,Completed
50508,2025-06-23,1014,MON-111,7,"$3,113.03",0%,Completed
50509,"Nov 23, 2025",1095,KEY-120,6,$563.75,10%,Completed
50510,"Nov 13, 2025",1080,MON-110,5,"$3,651.30",0%,Completed
50511,"Nov 08, 2024",1088,KEY-121,6,"$3,916.11",5%,Refunded
50512,2025-05-20,1008,LAP-101,8,"$1,944.24",15%,Completed
50513,2024-11-14,1094,HEA-130,8,"$5,267.91",10%,Completed
50514,09/05/2025,1019,LAP-101,6,"$1,342.73",0%,Completed
50515,"Feb 05, 2025",1083,DOC-142,1,$716.93,0%,Completed
50516,"Jul 11, 2025",1053,MON-113,5,"$3,008.17",15%,Completed
50517,27/12/2025,1042,HEA-130,8,"$4,634.62",0%,Completed
50518,2025-06-29,1026,HEA-133,1,$330.27,10%,Completed
50519,2024-11-11,1088,LAP-101,3,$824.47,0%,Completed
50520,27/01/2025,1089,DOC-142,5,"$4,393.82",0%,Completed
50521,27/09/2025,1052,HEA-133,4,"$1,308.84",0%,Completed
50522,23/11/2024,1035,KEY-123,7,"$1,191.82",0%,Completed
50523,"May 28, 2025",1021,DOC-143,8,"$5,087.75",0%,Completed
50524,"Nov 08, 2025",1053,KEY-120,8,$883.98,0%,Completed
50525,"Jun 26, 2025",1016,KEY-123,7,"$1,367.55",0%,Completed
50526,"Jun 28, 2025",1040,LAP-100,1,$529.77,0%,Completed
50527,"Sep 06, 2024",1013,KEY-123,5,$998.92,10%,Completed
50528,2024-11-10,1093,HEA-131,2,"$2,002.35",15%,Completed
50529,"Feb 07, 2025",1108,LAP-103,7,"$1,196.47",0%,Completed
50530,"Dec 24, 2024",1112,HEA-133,6,"$2,341.95",0%,Completed
50531,16/11/2025,1018,DOC-140,7,"$6,952.40",0%,Completed
50532,"Mar 09, 2024",1086,LAP-102,7,"$6,302.38",0%,Completed
50533,"Aug 10, 2025",1101,HEA-130,4,"$2,615.87",0%,Completed
50534,"Oct 16, 2024",1106,MON-113,2,"$1,619.16",15%,Completed
50535,"Oct 24, 2025",1050,KEY-121,3,"$1,984.66",10%,Completed
50536,2025-09-14,1040,LAP-102,5,"$4,068.27",0%,Completed
50537,"Jan 03, 2025",1010,DOC-142,2,"$1,353.28",0%,Completed
50538,2024-01-04,1058,KEY-122,4,$592.02,0%,Completed
50539,10/02/2024,1015,HEA-132,1,$222.48,5%,Completed
50540,2025-06-27,1072,KEY-122,6,$921.27,0%,Completed
50541,2024-08-16,1104,DOC-142,1,$879.04,10%,Completed
50542,2025-10-07,1075,KEY-123,2,$327.33,0%,Completed
50543,2024-08-19,1103,DOC-140,7,"$6,423.88",0%,Refunded
50544,"Mar 14, 2024",1018,KEY-122,5,$786.07,5%,Completed
50545,2024-07-14,1015,DOC-143,8,"$4,332.43",5%,Completed
50546,2025-06-12,1102,MON-112,2,$226.19,15%,Completed
50547,27/07/2025,1096,KEY-120,4,$470.43,0%,Completed
50548,05/03/2024,1002,DOC-143,1,$543.88,15%,Completed
50549,2025-07-25,1073,DOC-141,5,"$6,103.59",15%,Completed
50550,2024-04-17,1089,KEY-123,5,$750.61,0%,Completed
50551,2024-04-14,1047,LAP-100,8,"$3,621.90",5%,Completed
50552,2024-11-22,1109,LAP-102,6,"$5,355.45",0%,Completed
50553,"Aug 02, 2024",1003,KEY-120,7,$721.66,0%,Completed
50554,28/01/2025,1018,DOC-140,7,"$5,397.92",0%,Completed
50555,2024-01-29,1060,MON-112,7,$789.32,0%,Completed
50556,"Nov 27, 2024",1114,DOC-142,2,"$1,522.29",5%,Completed
50557,06/09/2024,1049,MON-112,1,$121.54,0%,Completed
50558,"Mar 26, 2025",1118,MON-110,4,"$2,961.49",15%,Completed
50559,2025-08-06,1111,HEA-132,2,$472.29,5%,Completed
50560,"Dec 09, 2025",1019,MON-113,8,"$6,441.98",0%,Completed
50561,2024-03-05,1001,DOC-143,7,"$4,268.53",5%,Completed
50562,2024-09-05,1103,MON-113,1,$617.83,0%,Completed
50563,2024-09-03,1100,LAP-101,7,"$2,044.24",15%,Completed
50564,26/09/2024,1003,DOC-141,7,"$7,605.18",5%,Completed
50565,"Jul 10, 2024",1021,LAP-103,2,$270.40,10%,Completed
50566,2024-01-03,1072,LAP-103,7,$920.95,15%,Completed
50567,"Dec 23, 2025",1079,DOC-140,2,"$1,480.41",0%,Completed
50568,"Jan 25, 2024",1104,LAP-100,4,"$1,711.85",5%,Completed
50569,2024-04-23,1070,MON-112,7,$979.19,10%,Completed
50570,2024-09-01,1012,LAP-103,2,$342.68,0%,Completed
50571,"May 31, 2024",1043,KEY-121,5,"$3,091.00",0%,Completed
50572,"Apr 26, 2024",1028,LAP-102,1,$954.54,10%,Completed
50573,2024-03-22,1092,HEA-131,4,"$5,126.75",15%,Completed
50574,26/02/2024,1057,MON-110,7,"$4,697.74",0%,Completed
50575,22/12/2024,1013,KEY-120,5,$456.68,0%,Completed
50576,2024-10-07,1053,HEA-133,6,"$2,299.22",10%,Completed
50577,2024-12-02,1114,MON-113,6,"$3,575.40",0%,Completed
50578,17/04/2024,1055,DOC-141,3,"$3,251.74",15%,Completed
50579,"Apr 14, 2025",1007,LAP-102,2,"$1,596.14",15%,Completed
50580,"Jun 15, 2025",1012,MON-113,7,"$5,318.55",15%,Completed
50581,2024-09-23,1023,KEY-121,1,$605.24,10%,Completed
50582,04/02/2025,1004,MON-111,5,"$2,435.78",0%,Completed
50583,"Sep 25, 2025",1095,MON-112,5,$778.43,10%,Completed
50584,2025-12-12,1009,LAP-102,2,"$1,734.10",15%,Completed
50585,"Jan 05, 2025",1015,LAP-100,2,$819.97,15%,Completed
50586,2025-04-05,1033,DOC-140,5,"$3,880.20",0%,Completed
50587,07/04/2024,1044,MON-111,8,"$4,766.20",0%,Completed
50588,2024-08-19,1103,LAP-100,7,"$2,905.68",0%,Completed
50589,2024-07-13,1021,KEY-120,1,$92.94,15%,Completed
50590,03/07/2024,1013,KEY-121,5,"$2,628.01",0%,Completed
50591,2024-03-04,1035,LAP-102,4,"$3,076.73",0%,Refunded
50592,2025-07-09,1048,KEY-123,6,"$1,140.91",15%,Completed
50593,2025-06-19,1117,KEY-123,3,$559.93,0%,Completed
50594,2024-08-17,1098,HEA-130,1,$637.74,5%,Completed
50595,2024-09-26,1013,MON-113,8,"$6,421.09",15%,Completed
50596,15/10/2024,1063,KEY-123,4,$596.99,0%,Completed
50597,05/04/2024,1062,DOC-141,8,"$9,934.40",0%,Completed
50598,2024-03-03,1035,HEA-131,8,"$7,866.35",0%,Completed
50599,"Jul 22, 2025",1029,MON-113,6,"$3,654.80",5%,Completed
50600,22/04/2024,1068,DOC-142,7,"$4,805.15",0%,Completed
50601,05/08/2024,1034,MON-111,6,"$2,766.62",5%,Refunded
50602,"Mar 17, 2024",1041,HEA-132,3,$726.51,0%,Completed
50603,02/05/2024,1062,KEY-123,2,$378.04,0%,Completed
50604,"Oct 21, 2025",1005,LAP-100,1,$473.02,10%,Completed
50605,28/10/2025,1103,HEA-133,3,$996.80,0%,Completed
50606,"Dec 17, 2025",1059,KEY-123,3,$482.70,15%,Completed
50607,2024-10-19,1108,MON-112,1,$132.08,0%,Completed
50608,"Mar 08, 2024",1022,KEY-122,4,$580.86,0%,Completed
50609,"Mar 08, 2024",1110,HEA-133,4,"$1,381.29",15%,Completed
50610,2024-07-16,1040,MON-112,4,$599.31,5%,Completed
50611,20/02/2025,1086,KEY-122,1,$133.98,15%,Completed
50612,2024-09-01,1020,KEY-123,3,$589.11,10%,Completed
50613,"May 01, 2025",1050,DOC-143,8,"$4,668.13",0%,Completed
50614,2024-10-07,1117,DOC-141,2,"$2,958.62",0%,Refunded
50615,28/02/2024,1022,MON-110,6,"$4,008.50",0%,Completed
50616,"Sep 16, 2024",1029,HEA-132,7,"$1,737.03",0%,Refunded
50617,2024-04-07,1003,KEY-120,7,$645.23,0%,Completed
50618,06/03/2025,1109,MON-111,3,"$1,368.34",0%,Completed
50619,"Apr 01, 2025",1068,DOC-140,2,"$1,590.25",10%,Completed
50620,22/03/2025,1074,KEY-123,4,$607.99,5%,Completed
50621,"Feb 25, 2025",1033,KEY-120,4,$414.18,15%,Completed
50622,2024-08-05,1057,LAP-101,8,"$2,153.61",5%,Completed
50623,2024-11-28,1056,MON-111,8,"$4,658.98",0%,Refunded
50624,"Feb 14, 2025",1030,MON-112,7,"$1,088.95",0%,Completed
50625,10/11/2025,1017,KEY-123,7,"$1,236.77",0%,Completed
50626,06/02/2024,1079,KEY-120,2,$217.46,5%,Completed
50627,06/12/2024,1045,HEA-133,8,"$2,855.30",15%,Completed
50628,"May 08, 2025",1087,KEY-122,3,$479.35,0%,Completed
50629,"Jul 17, 2025",1032,LAP-103,5,$803.59,15%,Completed
50630,2024-11-04,1106,MON-112,6,$849.02,0%,Completed
50631,"Jul 22, 2024",1069,DOC-142,1,$910.95,5%,Completed
50632,2024-03-12,1011,KEY-120,1,$119.15,15%,Completed
50633,"Jun 27, 2024",1101,MON-111,4,"$1,960.42",0%,Completed
50634,2024-03-31,1061,LAP-103,2,$354.98,0%,Completed
50635,25/10/2024,1112,KEY-123,6,"$1,032.84",0%,Completed
50636,2024-06-15,1080,LAP-102,5,"$4,146.95",0%,Completed
50637,02/12/2024,1019,KEY-120,3,$307.97,0%,Completed
50638,06/06/2024,1050,DOC-141,1,"$1,427.44",0%,Completed
50639,2024-03-14,1009,MON-113,5,"$3,932.59",10%,Completed
50640,"Aug 24, 2024",1061,HEA-132,8,"$1,829.38",10%,Completed
50641,"Aug 19, 2025",1059,LAP-100,4,"$1,729.96",0%,Completed
50642,"Jun 18, 2025",1008,DOC-140,7,"$6,152.95",0%,Completed
50643,"Jun 09, 2025",1092,LAP-100,4,"$1,777.74",15%,Completed
50644,"Jul 28, 2024",1116,MON-112,3,$470.02,0%,Completed
50645,"Apr 19, 2025",1092,LAP-101,4,"$1,110.48",15%,Refunded
50646,19/11/2024,1008,KEY-121,7,"$4,368.98",10%,Completed
50647,2024-11-28,1023,KEY-121,1,$622.25,15%,Completed
50648,"Jul 21, 2024",1092,HEA-132,1,$206.57,10%,Completed
50649,2024-03-17,1080,HEA-133,5,"$1,511.54",5%,Completed
50650,15/11/2025,1041,LAP-102,5,"$4,518.83",5%,Refunded
50651,"Jul 01, 2025",1120,HEA-131,6,"$6,640.04",0%,Completed
50652,30/03/2024,1018,LAP-103,8,"$1,283.58",0%,Completed
50653,"Mar 05, 2024",1005,DOC-141,3,"$3,803.86",0%,Completed
50654,16/06/2025,1090,KEY-122,7,$905.72,0%,Completed
50655,"Oct 21, 2024",1018,LAP-101,1,$289.37,10%,Completed
50656,"Jun 16, 2024",1107,LAP-102,6,"$5,971.37",5%,Completed
50657,12/03/2025,1016,MON-111,7,"$3,980.10",0%,Completed
50658,"Apr 03, 2024",1115,DOC-141,2,"$2,359.51",15%,Completed
50659,08/07/2024,1098,HEA-133,4,"$1,440.22",5%,Completed
50660,17/07/2024,1014,MON-112,3,$460.48,10%,Completed
50661,"Sep 18, 2024",1020,MON-113,1,$717.64,10%,Completed
50662,30/11/2025,1008,MON-111,6,"$2,858.10",0%,Completed
50663,11/01/2024,1078,DOC-142,6,"$5,289.29",0%,Completed
50664,21/11/2024,1047,KEY-122,4,$664.31,0%,Completed
50665,2025-01-22,1002,KEY-123,7,"$1,149.87",15%,Completed
50666,"Oct 21, 2025",1022,DOC-142,4,"$3,544.12",0%,Completed
50667,24/01/2025,1018,KEY-120,6,$636.59,0%,Completed
50668,2024-12-19,1109,KEY-122,1,$169.93,0%,Completed
50669,14/07/2025,1061,MON-110,1,$871.29,5%,Completed
50670,2025-01-04,1016,MON-112,6,$741.33,0%,Completed
50671,2025-01-13,1064,LAP-100,4,"$1,637.51",15%,Completed
50672,14/11/2024,1040,HEA-132,7,"$1,692.96",15%,Completed
50673,"Nov 22, 2024",1108,DOC-142,8,"$7,293.10",0%,Completed
50674,"Sep 06, 2025",1009,KEY-123,2,$364.35,5%,Completed
50675,"Jul 31, 2024",1047,LAP-100,4,"$1,725.26",15%,Completed
50676,17/04/2025,1004,LAP-103,1,$158.10,15%,Completed
50677,"Jun 20, 2025",1101,LAP-102,3,"$2,511.06",15%,Completed
50678,"Aug 12, 2024",1056,MON-113,1,$682.84,0%,Completed
50679,25/07/2024,1066,LAP-102,7,"$5,935.27",15%,Refunded
50680,"Nov 15, 2025",1049,HEA-133,1,$391.05,10%,Completed
50681,"Jan 18, 2024",1113,MON-111,3,"$1,813.32",0%,Completed
50682,2024-02-26,1116,KEY-123,1,$159.75,10%,Completed
50683,2024-06-07,1020,MON-112,8,"$1,100.12",15%,Completed
50684,19/05/2024,1078,LAP-100,7,"$3,458.08",0%,Completed
50685,2024-02-25,1103,MON-112,8,$932.00,0%,Completed
50686,"Jul 05, 2025",1106,MON-111,4,"$1,953.68",0%,Completed
50687,2025-08-22,1096,MON-111,4,"$2,284.00",5%,Completed
50688,2025-03-10,1063,MON-112,5,$769.62,0%,Completed
50689,2025-07-26,1041,LAP-102,2,"$1,905.94",5%,Completed
50690,2025-02-22,1026,MON-112,6,$880.80,0%,Completed
50691,25/09/2025,1021,HEA-131,6,"$6,615.56",15%,Completed
50692,2024-07-16,1065,LAP-102,3,"$2,779.83",0%,Completed
50693,29/08/2025,1061,HEA-133,8,"$2,771.12",10%,Completed
50694,2025-05-27,1046,DOC-142,3,"$2,147.27",15%,Completed
50695,12/04/2024,1043,LAP-102,7,"$5,991.60",0%,Completed
50696,"Apr 21, 2025",1071,HEA-130,3,"$2,044.29",0%,Completed
50697,"Jun 05, 2025",1052,HEA-133,6,"$2,178.35",5%,Completed
50698,03/12/2025,1087,MON-111,1,$468.87,5%,Completed
50699,2024-12-14,1071,DOC-142,4,"$3,540.78",10%,Completed
50700,2024-04-28,1079,MON-111,5,"$2,336.07",0%,Completed
50701,2024-10-08,1045,HEA-132,8,"$1,677.64",10%,Completed
50702,29/04/2024,1079,KEY-122,8,"$1,133.95",10%,Completed
50703,2025-01-14,1047,KEY-120,1,$119.21,15%,Completed
50704,2024-10-21,1089,KEY-120,6,$719.92,5%,Completed
50705,2024-03-01,1019,MON-112,4,$581.83,0%,Completed
50706,"Sep 27, 2024",1117,LAP-101,7,"$1,557.61",0%,Refunded
50707,2024-06-01,1006,DOC-141,2,"$2,508.69",15%,Completed
50708,"Apr 05, 2024",1097,HEA-130,7,"$4,437.15",0%,Completed
50709,2024-03-27,1005,KEY-121,1,$527.73,0%,Completed
50710,2025-04-19,1026,MON-111,2,$943.66,10%,Completed
50711,03/05/2024,1042,MON-112,6,$938.08,5%,Completed
50712,"May 09, 2025",1091,HEA-132,4,"$1,017.85",0%,Completed
50713,2025-10-03,1058,MON-110,6,"$4,864.11",10%,Completed
50714,"Jul 14, 2025",1002,LAP-101,8,"$2,234.27",5%,Completed
50715,2025-11-07,1111,LAP-100,6,"$2,767.06",0%,Completed
50716,23/05/2025,1021,DOC-141,3,"$3,430.87",15%,Completed
50717,"Jan 05, 2025",1025,DOC-140,1,$844.49,10%,Completed
50718,"May 06, 2025",1021,HEA-131,6,"$7,786.18",0%,Completed
50719,"Aug 04, 2024",1106,MON-112,5,$739.76,0%,Refunded
50720,19/10/2025,1103,KEY-122,6,$978.05,10%,Completed
50721,2024-10-08,1063,DOC-142,8,"$7,204.70",0%,Completed
50722,28/10/2024,1091,LAP-102,7,"$6,479.54",0%,Completed
50723,2025-01-20,1078,MON-110,2,"$1,390.71",5%,Completed
50724,2025-04-04,1005,KEY-120,2,$227.50,5%,Completed
50725,07/03/2024,1101,KEY-121,4,"$2,605.09",0%,Completed
50726,"Aug 08, 2025",1098,DOC-140,7,"$6,476.51",0%,Completed
50727,30/11/2025,1016,KEY-122,7,"$1,208.47",0%,Completed
50728,"Feb 24, 2024",1095,MON-110,5,"$3,884.07",15%,Refunded
50729,"Sep 12, 2024",1005,KEY-123,7,"$1,139.86",5%,Completed
50730,"Feb 05, 2024",1061,LAP-102,2,"$1,628.70",15%,Completed
50731,2025-09-15,1083,KEY-121,6,"$3,326.61",0%,Completed
50732,2024-12-10,1061,DOC-140,5,"$3,860.42",0%,Completed
50733,"Jun 13, 2024",1039,LAP-101,4,"$1,156.35",0%,Completed
50734,05/08/2024,1104,DOC-141,8,"$8,886.62",0%,Completed
50735,"Oct 30, 2025",1026,HEA-130,4,"$2,400.83",0%,Completed
50736,2025-02-18,1116,LAP-103,6,"$1,040.22",5%,Completed
50737,"Apr 11, 2024",1043,KEY-120,6,$661.96,0%,Completed
50738,2025-01-23,1064,LAP-103,6,"$1,061.81",10%,Completed
50739,14/08/2025,1099,KEY-122,7,"$1,067.47",0%,Completed
50740,18/10/2024,1073,HEA-132,2,$432.86,15%,Completed
50741,"Jul 10, 2025",1086,HEA-133,4,"$1,604.50",0%,Completed
50742,"Nov 03, 2024",1032,DOC-143,4,"$2,129.16",15%,Refunded
50743,2024-01-11,1027,LAP-102,7,"$5,688.34",10%,Completed
50744,16/11/2025,1119,LAP-103,4,$534.08,0%,Refunded
50745,29/09/2024,1012,DOC-142,1,$683.59,0%,Completed
50746,"Jun 11, 2025",1076,DOC-142,1,$781.87,10%,Completed
50747,2024-07-02,1014,LAP-100,4,"$2,169.72",0%,Refunded
50748,22/11/2025,1090,KEY-120,6,$751.34,0%,Completed
50749,03/10/2024,1047,HEA-131,2,"$2,264.09",15%,Completed
50750,"Mar 13, 2025",1050,LAP-100,1,$497.38,0%,Completed
50751,02/01/2025,1033,KEY-123,3,$605.23,10%,Completed
50752,2024-06-01,1021,MON-111,3,"$1,388.04",0%,Completed
50753,27/07/2025,1070,DOC-142,2,"$1,607.09",0%,Completed
50754,2024-05-23,1031,MON-113,7,"$4,563.17",0%,Completed
50755,26/08/2025,1061,LAP-102,8,"$6,927.75",0%,Completed
50756,2025-05-30,1078,LAP-101,8,"$1,859.45",0%,Completed
50757,05/12/2024,1084,KEY-120,2,$235.14,0%,Completed
50758,08/06/2025,1032,KEY-121,2,"$1,354.02",15%,Completed
50759,2024-11-28,1091,KEY-121,7,"$4,959.53",10%,Completed
50760,"May 24, 2025",1083,MON-111,1,$464.81,15%,Completed
50761,2025-06-03,1014,LAP-101,5,"$1,077.63",10%,Completed
50762,2024-06-21,1056,MON-112,7,$858.46,0%,Completed
50763,2025-04-23,1085,LAP-102,4,"$3,003.28",5%,Completed
50764,03/07/2025,1043,HEA-131,2,"$2,394.05",0%,Completed
50765,"Feb 08, 2024",1109,KEY-122,4,$580.62,5%,Completed
50766,28/02/2024,1118,LAP-102,2,"$1,825.20",15%,Completed
50767,"Sep 16, 2024",1119,DOC-140,8,"$6,245.71",5%,Completed
50768,05/03/2024,1017,HEA-132,5,"$1,257.40",0%,Completed
50769,"Nov 06, 2025",1024,HEA-131,3,"$3,589.14",10%,Refunded
50770,2024-04-25,1007,LAP-101,2,$560.41,0%,Completed
50771,23/06/2024,1053,KEY-120,6,$692.62,15%,Completed
50772,2025-03-24,1012,MON-111,8,"$3,799.64",10%,Completed
50773,"Nov 05, 2025",1015,MON-113,3,"$2,409.62",0%,Completed
